,origin,dest,market_coupons,market_distance,market_fare,PASSENGERS
1972,DEN,LBB,1.0,456.0,123.02255458515285,458.0
1975,DEN,LGA,1.0,1620.0,195.00652068533225,11965.0
1976,DEN,LGB,1.0,854.0,116.33451948051949,770.0
1977,DEN,LIH,1.0,3414.0,388.61214132762314,467.0
1978,DEN,LIT,1.0,771.0,131.56375661375662,945.0
1980,DEN,MAF,1.0,563.0,288.24921933085506,538.0
1981,DEN,MCI,1.0,533.0,133.3314124293785,7611.0
1982,DEN,MCO,1.0,1546.0,144.7919858005722,9437.0
1983,DEN,MDT,1.0,1474.0,87.07884297520661,484.0
1984,DEN,MDW,1.0,895.0,147.8305771235018,7676.0
1985,DEN,MEM,1.0,872.0,153.73017931858934,1673.0
1988,DEN,MIA,1.0,1709.0,144.45370111731842,2864.0
1989,DEN,MKE,1.0,896.0,141.82516347455987,5169.0
1993,DEN,MSN,1.0,826.0,152.15113868613136,2055.0
1994,DEN,MSO,1.0,679.0,138.47,1000.0
1995,DEN,MSP,1.0,680.0,116.77218821544764,16598.0
1996,DEN,MSY,1.0,1062.0,104.34178853554789,4937.0
1998,DEN,MYR,1.0,1485.0,115.40704883227177,471.0
1999,DEN,OAK,1.0,957.0,167.59607817069931,3761.0
2000,DEN,OGG,1.0,3302.0,390.6514982164091,841.0
2001,DEN,OKC,1.0,495.0,138.7167215041128,3404.0
2002,DEN,OMA,1.0,472.0,129.93925791385573,3854.0
2003,DEN,ONT,1.0,819.0,143.39234800838577,3339.0
2004,DEN,ORD,1.0,888.0,149.87332944703533,18012.0
2005,DEN,ORF,1.0,1553.0,166.40598375451265,1108.0
2007,DEN,PAE,1.0,1036.0,153.90564612326042,503.0
2008,DEN,PDX,1.0,991.0,158.29705775955625,8293.0
2009,DEN,PHL,1.0,1558.0,185.0251087312862,9151.0
2010,DEN,PHX,1.0,602.0,123.20395904638264,16946.0
2012,DEN,PIT,1.0,1290.0,184.3087779237845,3805.0
2013,DEN,PNS,1.0,1179.0,117.6428629579376,737.0
2016,DEN,PSP,1.0,776.0,220.37004264392326,469.0
2018,DEN,PVD,1.0,1737.0,116.09886617100372,538.0
2019,DEN,PWM,1.0,1782.0,156.31917861799215,767.0
2021,DEN,RDM,1.0,898.0,211.08519916142558,477.0
2022,DEN,RDU,1.0,1436.0,170.77896992659245,4223.0
2023,DEN,RIC,1.0,1482.0,280.11796875,768.0
2026,DEN,RNO,1.0,804.0,156.4008596761758,2594.0
2028,DEN,RSW,1.0,1607.0,112.38047724750277,901.0
2030,DEN,SAN,1.0,853.0,139.3780995760801,11087.0
2031,DEN,SAT,1.0,794.0,127.55427825360353,4787.0
2032,DEN,SAV,1.0,1414.0,98.04272545090178,499.0
2033,DEN,SBA,1.0,916.0,152.69956805215975,1227.0
2035,DEN,SDF,1.0,1024.0,152.36193220338984,1770.0
2036,DEN,SEA,1.0,1024.0,149.99705677487185,15218.0
2037,DEN,SFO,1.0,967.0,154.8937797021129,14435.0
2041,DEN,SJC,1.0,948.0,164.45634449760766,6270.0
2043,DEN,SLC,1.0,391.0,129.57884934889987,8908.0
2045,DEN,SMF,1.0,909.0,168.25625707041155,5127.0
2046,DEN,SNA,1.0,846.0,160.79430632331133,7417.0
2047,DEN,STL,1.0,770.0,130.04716451016637,8115.0
2050,DEN,SYR,1.0,1492.0,171.0674049945711,921.0
2052,DEN,TPA,1.0,1506.0,167.5336589002796,5365.0
2053,DEN,TUL,1.0,541.0,130.9771797931583,2514.0
2054,DEN,TUS,1.0,639.0,186.47250516173438,1453.0
2056,DEN,TYR,1.0,732.0,47.993801652892564,484.0
2057,DEN,TYS,1.0,1162.0,131.74524897959182,1225.0
2060,DEN,XNA,1.0,616.0,126.25708089097304,853.0
2062,DFW,ABQ,1.0,569.0,227.5407327586207,1392.0
2066,DFW,AMA,1.0,312.0,222.5705362776025,634.0
2069,DFW,ATL,1.0,731.0,174.39615139040578,11903.0
2070,DFW,AUS,1.0,190.0,217.1359216809933,2094.0
2072,DFW,BDL,1.0,1471.0,314.0613012048193,830.0
2074,DFW,BHM,1.0,597.0,255.18227467811155,1165.0
2079,DFW,BNA,1.0,631.0,222.4077662178703,3268.0
2080,DFW,BOI,1.0,1272.0,313.223829787234,564.0
2081,DFW,BOS,1.0,1562.0,219.79554525139665,8950.0
2084,DFW,BTR,1.0,383.0,265.6068556005398,741.0
2085,DFW,BUF,1.0,1212.0,262.2272515856237,473.0
2086,DFW,BUR,1.0,1231.0,230.2863329452852,859.0
2087,DFW,BWI,1.0,1217.0,205.29264107705532,3491.0
2089,DFW,CAE,1.0,922.0,249.65495049504955,606.0
2090,DFW,CHA,1.0,695.0,215.2249778761062,452.0
2091,DFW,CHS,1.0,987.0,213.7491217895609,1207.0
2092,DFW,CID,1.0,685.0,273.4969791666667,576.0
2093,DFW,CLE,1.0,1021.0,196.45765774378586,3138.0
2095,DFW,CLT,1.0,936.0,277.1183517021798,4083.0
2096,DFW,CMH,1.0,926.0,239.86895529411765,2125.0
2098,DFW,COS,1.0,592.0,218.1250894085282,1454.0
2101,DFW,CRP,1.0,354.0,248.05871005917157,845.0
2102,DFW,CVG,1.0,812.0,185.01863771958898,3017.0
2104,DFW,DAY,1.0,861.0,293.0944186046512,645.0
2105,DFW,DCA,1.0,1192.0,284.16632366875115,5277.0
2106,DFW,DEN,1.0,641.0,149.52775841770662,12741.0
2109,DFW,DSM,1.0,624.0,251.77483370288252,902.0
2110,DFW,DTW,1.0,986.0,184.60112167832168,7150.0
2112,DFW,EGE,1.0,721.0,220.64382697947212,682.0
2113,DFW,ELP,1.0,551.0,248.37026409707352,1401.0
2116,DFW,EWR,1.0,1372.0,263.9415786452353,6968.0
2119,DFW,FAT,1.0,1313.0,326.29037698412696,504.0
2122,DFW,FLL,1.0,1119.0,158.98676301649064,5397.0
2134,DFW,GRR,1.0,931.0,267.9914197530864,810.0
2135,DFW,GSO,1.0,999.0,307.19180035650623,561.0
2136,DFW,GSP,1.0,862.0,247.4957012987013,770.0
2137,DFW,HNL,1.0,3784.0,517.9038650963598,934.0
2138,DFW,HOU,1.0,247.0,207.59883035714287,1120.0
2140,DFW,HSV,1.0,603.0,337.25769679300294,686.0
2141,DFW,IAD,1.0,1172.0,252.39526666666666,2850.0
2142,DFW,IAH,1.0,224.0,219.8538473243723,3943.0
2143,DFW,ICT,1.0,328.0,219.98261294261295,819.0
2145,DFW,IND,1.0,761.0,260.34011597938144,2328.0
2146,DFW,JAC,1.0,1047.0,286.88054844606944,547.0
2147,DFW,JAN,1.0,408.0,265.57833860759496,632.0
2148,DFW,JAX,1.0,918.0,238.55239626556016,1928.0
2149,DFW,JFK,1.0,1391.0,213.1434717832957,2215.0
2152,DFW,LAS,1.0,1055.0,149.12430748159562,11682.0
2154,DFW,LAX,1.0,1235.0,162.13493573410338,17661.0
2155,DFW,LBB,1.0,282.0,223.49724719101124,712.0
2159,DFW,LGA,1.0,1389.0,213.37411704312112,14610.0
2160,DFW,LIT,1.0,304.0,212.16910280373833,1070.0
2162,DFW,MAF,1.0,309.0,268.3428333333333,660.0
2163,DFW,MCI,1.0,460.0,192.88541302621127,2518.0
2164,DFW,MCO,1.0,985.0,165.88551603036137,8827.0
2167,DFW,MEM,1.0,431.0,198.82698412698414,2079.0
2168,DFW,MFE,1.0,469.0,243.31210789210792,1001.0
2171,DFW,MIA,1.0,1121.0,236.3259800884956,4520.0
2172,DFW,MKE,1.0,853.0,191.33596040438078,2374.0
2177,DFW,MSN,1.0,821.0,260.4132436260623,706.0
2179,DFW,MSP,1.0,852.0,158.25439397838392,7772.0
2180,DFW,MSY,1.0,447.0,152.00413003095974,3230.0
2181,DFW,MTJ,1.0,722.0,281.588954248366,459.0
2182,DFW,MYR,1.0,1048.0,163.5501773049645,564.0
2184,DFW,OGG,1.0,3711.0,468.6578988326848,771.0
2185,DFW,OKC,1.0,175.0,225.02442875481387,779.0
2186,DFW,OMA,1.0,583.0,217.56469184890656,1509.0
2187,DFW,ONT,1.0,1188.0,275.2245886752137,1872.0
2188,DFW,ORD,1.0,801.0,174.02694231750894,17631.0
2189,DFW,ORF,1.0,1212.0,262.9237361530715,993.0
2190,DFW,PBI,1.0,1102.0,258.64534567901234,810.0
2191,DFW,PDX,1.0,1616.0,253.34411787072244,2630.0
2192,DFW,PHL,1.0,1303.0,225.42280000000002,7350.0
2193,DFW,PHX,1.0,868.0,210.77206958510288,6122.0
2196,DFW,PIT,1.0,1067.0,252.08662363856394,2479.0
2197,DFW,PNS,1.0,604.0,212.61332780082986,1205.0
2200,DFW,RDU,1.0,1061.0,249.1661754385965,2850.0
2201,DFW,RIC,1.0,1158.0,320.78273730684333,906.0
2202,DFW,RNO,1.0,1345.0,292.8714272970562,1121.0
2204,DFW,RSW,1.0,1017.0,268.60491967871485,996.0
2205,DFW,SAF,1.0,551.0,254.1326900584795,513.0
2206,DFW,SAN,1.0,1171.0,211.3363792107796,5195.0
2207,DFW,SAT,1.0,247.0,222.99475947211576,2349.0
2208,DFW,SAV,1.0,925.0,246.93794117647056,680.0
2210,DFW,SBN,1.0,846.0,224.5731453362256,461.0
2212,DFW,SDF,1.0,733.0,249.08975272727275,1375.0
2213,DFW,SEA,1.0,1660.0,199.45380146973054,8573.0
2214,DFW,SFO,1.0,1464.0,230.1715206286837,7635.0
2215,DFW,SGF,1.0,364.0,258.8329780033841,591.0
2218,DFW,SJC,1.0,1438.0,275.64568050749716,1734.0
2220,DFW,SJU,1.0,2165.0,302.4083333333333,582.0
2221,DFW,SLC,1.0,989.0,214.90460004289085,4663.0
2222,DFW,SMF,1.0,1431.0,274.64043644298965,1833.0
2223,DFW,SNA,1.0,1205.0,286.6454776422764,3936.0
2226,DFW,STL,1.0,550.0,209.9059768031896,2759.0
2231,DFW,TPA,1.0,929.0,186.9403522132318,4202.0
2233,DFW,TUL,1.0,237.0,197.5011547714515,1247.0
2234,DFW,TUS,1.0,813.0,265.82894560669456,1195.0
2238,DFW,TYS,1.0,771.0,285.75461441213656,791.0
2239,DFW,VPS,1.0,641.0,192.11729551451188,1516.0
2240,DFW,XNA,1.0,280.0,272.3730665467626,1112.0
2248,DRO,DEN,1.0,250.0,214.99187285223366,582.0
2256,DSM,ATL,1.0,743.0,234.3960505319149,752.0
2257,DSM,AZA,1.0,1137.0,81.5850992063492,504.0
2264,DSM,DCA,1.0,897.0,247.03910979228485,674.0
2265,DSM,DEN,1.0,589.0,172.97345288753797,1645.0
2266,DSM,DFW,1.0,624.0,252.12823456790122,810.0
2271,DSM,IAH,1.0,802.0,240.93056722689076,476.0
2272,DSM,LAS,1.0,1216.0,138.9052536231884,1104.0
2274,DSM,LGA,1.0,1031.0,226.07373697916668,768.0
2280,DSM,ORD,1.0,299.0,208.78578500707212,1414.0
2283,DSM,PHX,1.0,1149.0,182.68856215213358,1078.0
2284,DSM,PIE,1.0,1126.0,90.04545454545455,484.0
2287,DSM,SFB,1.0,1124.0,97.72786231884058,552.0
2295,DTW,ALB,1.0,489.0,246.6708064516129,558.0
2298,DTW,ATL,1.0,594.0,156.30213358962038,8324.0
2300,DTW,AUS,1.0,1149.0,115.02136431784108,3335.0
2304,DTW,BDL,1.0,549.0,230.12206605762475,1423.0
2307,DTW,BHM,1.0,625.0,266.74947368421056,684.0
2308,DTW,BNA,1.0,456.0,170.7815881406573,4351.0
2309,DTW,BOS,1.0,632.0,152.0367859984089,7542.0
2312,DTW,BWI,1.0,409.0,129.4625751243781,5025.0
2315,DTW,CHS,1.0,667.0,187.94760051880675,771.0
2319,DTW,CLT,1.0,500.0,172.39171956856703,3245.0
2323,DTW,DAL,1.0,981.0,139.49695534506088,739.0
2325,DTW,DCA,1.0,405.0,182.5096017699115,4068.0
2326,DTW,DEN,1.0,1123.0,144.7893483398987,8885.0
2327,DTW,DFW,1.0,986.0,186.01624643874644,7020.0
2334,DTW,EWR,1.0,488.0,224.32899122807015,4104.0
2335,DTW,FLL,1.0,1127.0,124.52353026400515,6212.0
2340,DTW,GSP,1.0,508.0,245.7728589580686,787.0
2343,DTW,HPN,1.0,505.0,240.2751662404092,782.0
2345,DTW,IAD,1.0,383.0,175.29643699565486,1611.0
2346,DTW,IAH,1.0,1075.0,167.17913043478265,4531.0
2349,DTW,IND,1.0,231.0,280.01573407202216,722.0
2351,DTW,JAX,1.0,813.0,87.28088589311507,2077.0
2352,DTW,JFK,1.0,509.0,245.38188010899182,1101.0
2354,DTW,LAS,1.0,1749.0,178.449787419601,9173.0
2355,DTW,LAX,1.0,1979.0,235.3389641586172,7868.0
2357,DTW,LGA,1.0,502.0,186.61394948453608,9700.0
2362,DTW,MCI,1.0,629.0,143.75206512778237,2426.0
2363,DTW,MCO,1.0,957.0,109.5381987133667,11192.0
2365,DTW,MDW,1.0,228.0,155.52676405733186,1814.0
2366,DTW,MEM,1.0,610.0,242.0455311778291,866.0
2367,DTW,MHT,1.0,610.0,221.6663191489362,470.0
2368,DTW,MIA,1.0,1145.0,159.73999143101972,2334.0
2369,DTW,MKE,1.0,237.0,252.81863636363636,1078.0
2372,DTW,MSN,1.0,311.0,225.09036363636366,660.0
2373,DTW,MSP,1.0,528.0,193.06272603051698,4391.0
2374,DTW,MSY,1.0,926.0,123.6161268715524,2538.0
2375,DTW,MYR,1.0,636.0,88.6827972027972,1716.0
2376,DTW,OAK,1.0,2068.0,108.34238714613619,1307.0
2378,DTW,OMA,1.0,651.0,262.9324911660777,566.0
2380,DTW,ORD,1.0,235.0,187.40292637657248,4849.0
2381,DTW,ORF,1.0,529.0,202.26368082368083,777.0
2383,DTW,PBI,1.0,1086.0,166.0183215796897,709.0
2384,DTW,PDX,1.0,1953.0,293.18479117415285,1269.0
2385,DTW,PHL,1.0,453.0,170.54297527529607,4813.0
2386,DTW,PHX,1.0,1671.0,226.05870895824887,4934.0
2387,DTW,PIT,1.0,201.0,278.8095777351247,521.0
2390,DTW,PVD,1.0,615.0,199.65115789473683,855.0
2391,DTW,PWM,1.0,668.0,218.6217777777778,675.0
2392,DTW,RDU,1.0,501.0,110.85420815836834,3334.0
2393,DTW,RIC,1.0,456.0,251.11742904841407,599.0
2395,DTW,RSW,1.0,1084.0,123.57351491569389,3084.0
2396,DTW,SAN,1.0,1956.0,229.9415382215289,3205.0
2397,DTW,SAT,1.0,1214.0,216.95567234848485,1056.0
2401,DTW,SDF,1.0,306.0,275.29402889245586,623.0
2402,DTW,SEA,1.0,1927.0,248.14737415774874,5046.0
2403,DTW,SFO,1.0,2079.0,310.90078061911174,4458.0
2404,DTW,SJC,1.0,2062.0,285.52267465069855,501.0
2406,DTW,SLC,1.0,1481.0,264.9075451467269,1772.0
2407,DTW,SMF,1.0,2013.0,249.8438273921201,533.0
2408,DTW,SNA,1.0,1960.0,333.096657223796,706.0
2410,DTW,STL,1.0,440.0,193.7815657894737,2280.0
2413,DTW,TPA,1.0,983.0,135.84484904120765,4902.0
2414,DTW,TTN,1.0,464.0,57.748046875,512.0
2418,DTW,TYS,1.0,443.0,258.7639591836735,490.0
2424,ECP,ATL,1.0,240.0,159.33496423462086,699.0
2426,ECP,BNA,1.0,401.0,119.58006988934187,1717.0
2432,ECP,DAL,1.0,674.0,141.36266841644795,1143.0
2434,ECP,DFW,1.0,685.0,203.2154347826087,460.0
2437,ECP,HOU,1.0,571.0,151.54207627118643,472.0
2451,ECP,STL,1.0,634.0,139.65116600790512,506.0
2454,EGE,DFW,1.0,721.0,222.73362994350282,708.0
2460,ELM,SFB,1.0,954.0,82.11623108665749,727.0
2461,ELP,ATL,1.0,1282.0,285.3826893939394,528.0
2462,ELP,AUS,1.0,528.0,180.76308281141266,1437.0
2468,ELP,DAL,1.0,562.0,184.98897587131367,1865.0
2470,ELP,DEN,1.0,563.0,115.59035120147875,1623.0
2471,ELP,DFW,1.0,551.0,237.47079519879966,1333.0
2474,ELP,HOU,1.0,677.0,212.11908946951704,1263.0
2476,ELP,IAH,1.0,667.0,261.32531456953643,604.0
2478,ELP,LAS,1.0,583.0,123.87712771890686,1793.0
2479,ELP,LAX,1.0,715.0,152.52234632034632,2310.0
2490,ELP,ORD,1.0,1236.0,236.27983908045977,870.0
2493,ELP,PHX,1.0,347.0,144.5673858921162,1687.0
2498,ELP,SAN,1.0,636.0,98.91990811638591,1306.0
2499,ELP,SAT,1.0,496.0,183.25206474190725,1143.0
2515,EUG,AZA,1.0,971.0,80.30382293762575,497.0
2516,EUG,DEN,1.0,996.0,215.43419551934826,491.0
2522,EUG,LAX,1.0,748.0,156.57479619565217,1472.0
2528,EUG,SEA,1.0,234.0,122.28404790419161,835.0
2529,EUG,SFO,1.0,451.0,210.81679049034176,673.0
2543,EWR,ACK,1.0,218.0,166.31778467908902,483.0
2545,EWR,ANC,1.0,3370.0,460.6601931330472,466.0
2546,EWR,ATL,1.0,746.0,181.16644419945726,11792.0
2547,EWR,AUS,1.0,1504.0,227.9268330733229,4487.0
2548,EWR,AVL,1.0,583.0,90.79176178660049,1209.0
2550,EWR,BNA,1.0,748.0,180.91317139282734,4796.0
2551,EWR,BOS,1.0,200.0,185.7402304279376,6987.0
2552,EWR,BQN,1.0,1585.0,215.26160044150112,906.0
2553,EWR,BTV,1.0,266.0,150.16884559884562,693.0
2554,EWR,BUF,1.0,282.0,170.63753963593658,1703.0
2555,EWR,BZN,1.0,1882.0,365.4934042553192,470.0
2557,EWR,CHS,1.0,628.0,169.9814835164835,2002.0
2558,EWR,CLE,1.0,404.0,223.2978865507777,2186.0
2559,EWR,CLT,1.0,529.0,113.78366354948105,9731.0
2560,EWR,CMH,1.0,463.0,224.02080098280095,2035.0
2561,EWR,CVG,1.0,569.0,170.96234894772573,2946.0
2564,EWR,DCA,1.0,199.0,232.43881427072404,953.0
2565,EWR,DEN,1.0,1605.0,264.4196197600125,6417.0
2566,EWR,DFW,1.0,1372.0,267.66712556053807,6690.0
2567,EWR,DTW,1.0,488.0,229.85464424007745,4132.0
2571,EWR,FLL,1.0,1065.0,157.17428081912377,12257.0
2572,EWR,GRR,1.0,605.0,205.09390037593985,1064.0
2573,EWR,GSO,1.0,445.0,163.43279043280182,878.0
2574,EWR,GSP,1.0,594.0,197.85144278606964,804.0
2576,EWR,HNL,1.0,4962.0,525.7943149606299,1270.0
2578,EWR,IAD,1.0,212.0,226.54654390934846,1059.0
2579,EWR,IAH,1.0,1400.0,237.84887802151738,7157.0
2580,EWR,IND,1.0,645.0,245.57234534696073,1859.0
2581,EWR,JAX,1.0,820.0,210.51434150076568,1306.0
2582,EWR,LAS,1.0,2227.0,251.2372008523046,8917.0
2583,EWR,LAX,1.0,2454.0,300.8435451379587,18665.0
2584,EWR,MCI,1.0,1092.0,237.81353042479907,1742.0
2585,EWR,MCO,1.0,937.0,145.2467561243494,20941.0
2586,EWR,MDW,1.0,711.0,144.0322347029264,3383.0
2587,EWR,MEM,1.0,946.0,233.96317865429236,862.0
2588,EWR,MIA,1.0,1085.0,197.65624403880943,6081.0
2589,EWR,MKE,1.0,725.0,225.94613946800865,1391.0
2590,EWR,MSN,1.0,799.0,232.55723856209144,612.0
2591,EWR,MSP,1.0,1008.0,221.98512143611404,5682.0
2592,EWR,MSY,1.0,1167.0,156.8518808442426,3743.0
2594,EWR,MYR,1.0,550.0,98.7662331838565,2453.0
2597,EWR,OMA,1.0,1134.0,229.72921501706483,879.0
2598,EWR,ORD,1.0,719.0,220.74753086419753,12150.0
2599,EWR,ORF,1.0,284.0,201.5007004830918,828.0
2600,EWR,PBI,1.0,1023.0,166.9164525306978,6678.0
2601,EWR,PDX,1.0,2434.0,259.6532368775235,2972.0
2602,EWR,PHX,1.0,2133.0,241.98607906345435,5894.0
2603,EWR,PIT,1.0,319.0,209.21999592999592,2457.0
2607,EWR,PWM,1.0,284.0,186.83340909090907,1276.0
2609,EWR,RDU,1.0,416.0,153.45824367990878,5261.0
2610,EWR,RIC,1.0,277.0,200.43215763546797,1015.0
2611,EWR,ROC,1.0,246.0,185.23365192582025,701.0
2612,EWR,RSW,1.0,1068.0,161.38594610257897,3451.0
2613,EWR,SAN,1.0,2425.0,294.5315298677611,4386.0
2614,EWR,SAT,1.0,1569.0,248.05991275167787,1490.0
2615,EWR,SAV,1.0,708.0,135.2444979296066,1932.0
2617,EWR,SDF,1.0,642.0,226.55223030303034,825.0
2618,EWR,SEA,1.0,2402.0,281.95052134766195,6886.0
2619,EWR,SFO,1.0,2565.0,326.7712268498006,22570.0
2620,EWR,SJC,1.0,2548.0,252.05595701125893,977.0
2621,EWR,SJU,1.0,1608.0,221.3588504968383,4428.0
2622,EWR,SLC,1.0,1969.0,266.5427118644068,2065.0
2623,EWR,SMF,1.0,2500.0,264.2604255319149,799.0
2624,EWR,SNA,1.0,2434.0,358.3287091146969,2293.0
2625,EWR,SRQ,1.0,1034.0,210.95166374781084,571.0
2626,EWR,STL,1.0,872.0,208.06019485580669,2566.0
2629,EWR,TPA,1.0,997.0,168.17074545883463,8478.0
2631,EWR,TYS,1.0,631.0,92.40022944550671,1046.0
2632,EWR,VPS,1.0,988.0,82.41764705882353,510.0
2634,EYW,ATL,1.0,646.0,203.3339417475728,515.0
2644,FAI,ANC,1.0,261.0,118.72846244825548,3382.0
2649,FAI,SEA,1.0,1533.0,196.28148865153537,1498.0
2651,FAR,AZA,1.0,1220.0,115.57416267942584,627.0
2652,FAR,DEN,1.0,627.0,149.5120022246941,899.0
2660,FAT,DEN,1.0,844.0,165.29623711340204,970.0
2663,FAT,LAS,1.0,259.0,57.9616273100616,1948.0
2666,FAT,PDX,1.0,626.0,165.42182130584192,873.0
2667,FAT,PHX,1.0,493.0,216.3084615384615,780.0
2668,FAT,SAN,1.0,314.0,146.80260869565217,1242.0
2669,FAT,SEA,1.0,748.0,198.14282296650717,1045.0
2676,FCA,DEN,1.0,752.0,222.1548851454824,653.0
2680,FCA,LAX,1.0,1014.0,164.0747816349384,893.0
2681,FCA,MSP,1.0,1026.0,242.47595703125,512.0
2683,FCA,ORD,1.0,1352.0,271.2341860465116,473.0
2685,FCA,SEA,1.0,379.0,182.78316901408448,710.0
2695,FLL,ACY,1.0,977.0,73.09285836542577,2337.0
2696,FLL,ALB,1.0,1204.0,177.9932423490488,1209.0
2697,FLL,ATL,1.0,581.0,109.62848781533626,13993.0
2698,FLL,AUS,1.0,1105.0,112.32440385940733,2902.0
2699,FLL,AVL,1.0,660.0,53.51291006966435,3158.0
2700,FLL,BDL,1.0,1173.0,137.87280939774985,3022.0
2703,FLL,BNA,1.0,793.0,129.97238082696867,3797.0
2704,FLL,BOS,1.0,1237.0,139.5443996537653,8087.0
2705,FLL,BQN,1.0,982.0,109.05583934088568,971.0
2706,FLL,BUF,1.0,1166.0,152.56032800672835,1189.0
2708,FLL,BWI,1.0,925.0,128.74394147832734,9159.0
2710,FLL,CLE,1.0,1062.0,93.43598514635212,2289.0
2711,FLL,CLT,1.0,632.0,134.41416552103382,3637.0
2712,FLL,CMH,1.0,973.0,109.7508604483008,1383.0
2714,FLL,CVG,1.0,932.0,112.71432579185519,2210.0
2715,FLL,DAL,1.0,1108.0,164.38010793650793,1575.0
2716,FLL,DCA,1.0,899.0,161.96901573976916,4765.0
2717,FLL,DEN,1.0,1703.0,143.67876506024098,4980.0
2718,FLL,DFW,1.0,1119.0,154.29630507841674,5356.0
2719,FLL,DTW,1.0,1127.0,125.19970842156704,6139.0
2720,FLL,EWR,1.0,1065.0,155.5191973189472,12234.0
2723,FLL,HOU,1.0,957.0,155.59420454545455,1320.0
2724,FLL,HPN,1.0,1097.0,173.70554268292682,1640.0
2725,FLL,IAD,1.0,901.0,180.26291859695567,1511.0
2727,FLL,IAH,1.0,966.0,133.09710549258938,4588.0
2728,FLL,IND,1.0,1005.0,127.56324274243359,1619.0
2729,FLL,ISP,1.0,1092.0,88.81735596707819,972.0
2730,FLL,JAX,1.0,319.0,89.93554740957967,2046.0
2731,FLL,JFK,1.0,1069.0,157.6600116435289,11165.0
2732,FLL,LAS,1.0,2173.0,167.38315932407968,3314.0
2733,FLL,LAX,1.0,2343.0,247.1504709825366,5669.0
2734,FLL,LBE,1.0,980.0,73.23416779431665,739.0
2736,FLL,LEX,1.0,865.0,72.96666666666665,519.0
2737,FLL,LGA,1.0,1076.0,135.94540328140081,14506.0
2738,FLL,MCI,1.0,1242.0,173.70557003257332,921.0
2739,FLL,MCO,1.0,177.0,81.2842567018684,1231.0
2740,FLL,MDW,1.0,1167.0,147.48900118553647,3374.0
2741,FLL,MEM,1.0,851.0,82.798184991274,573.0
2744,FLL,MSP,1.0,1487.0,203.80312736443884,793.0
2745,FLL,MSY,1.0,674.0,91.10948435689455,3452.0
2746,FLL,MYR,1.0,529.0,60.01256613756614,756.0
2750,FLL,ORD,1.0,1182.0,134.57216769890422,4198.0
2752,FLL,ORH,1.0,1211.0,145.30720895522387,670.0
2753,FLL,PBG,1.0,1334.0,115.40755214050493,911.0
2755,FLL,PHL,1.0,992.0,129.13689177968448,7226.0
2756,FLL,PHX,1.0,1972.0,166.87977404777274,1549.0
2757,FLL,PIT,1.0,994.0,111.41335403726708,2093.0
2759,FLL,PVD,1.0,1188.0,162.55721726190475,1344.0
2760,FLL,RDU,1.0,680.0,104.73396433041302,3196.0
2761,FLL,RIC,1.0,805.0,100.10934915254236,1475.0
2764,FLL,SAN,1.0,2269.0,195.350572597137,978.0
2765,FLL,SAT,1.0,1145.0,153.0911842105263,608.0
2766,FLL,SDF,1.0,895.0,91.63906642728907,557.0
2767,FLL,SEA,1.0,2717.0,265.06007824726134,1278.0
2768,FLL,SFO,1.0,2584.0,281.5458606557377,2928.0
2770,FLL,SJU,1.0,1046.0,131.76485466516783,6227.0
2771,FLL,SLC,1.0,2084.0,196.65858787413663,1303.0
2773,FLL,STL,1.0,1057.0,182.50812636165577,1377.0
2774,FLL,STT,1.0,1107.0,105.38909292035397,452.0
2776,FLL,SWF,1.0,1118.0,174.777223880597,670.0
2778,FLL,TPA,1.0,197.0,134.83331872946331,1826.0
2779,FLL,TTN,1.0,1026.0,89.59335535006605,757.0
2780,FLL,TYS,1.0,708.0,59.41871819038642,1061.0
2781,FLL,USA,1.0,643.0,60.797777027027024,1480.0
2782,FNT,ATL,1.0,645.0,186.4016834532374,695.0
2785,FNT,PGD,1.0,1111.0,90.08380952380952,525.0
2786,FNT,PIE,1.0,1040.0,84.69416502946954,509.0
2787,FNT,SFB,1.0,988.0,72.73632653061225,637.0
2789,FSD,AZA,1.0,1072.0,89.70628834355828,652.0
2790,FSD,DEN,1.0,483.0,132.83457118353343,1166.0
2794,FSD,LAS,1.0,1104.0,94.53548387096774,620.0
2797,FSD,ORD,1.0,463.0,251.28689710610934,622.0
2804,FWA,ATL,1.0,508.0,196.8856862745098,459.0
2813,FWA,PGD,1.0,986.0,88.74063829787234,470.0
2815,FWA,PIE,1.0,912.0,77.70005535055351,542.0
2816,FWA,SFB,1.0,870.0,74.34507246376812,483.0
2821,GEG,BOI,1.0,287.0,101.21339143426295,2008.0
2825,GEG,DEN,1.0,836.0,153.2281192881193,2079.0
2832,GEG,LAS,1.0,806.0,106.86982846251587,1574.0
2833,GEG,LAX,1.0,945.0,188.80905494505492,455.0
2838,GEG,MSP,1.0,1175.0,251.89026086956522,690.0
2840,GEG,OAK,1.0,723.0,173.09359028511088,947.0
2845,GEG,PDX,1.0,279.0,140.6374495412844,2180.0
2846,GEG,PHX,1.0,1020.0,175.2307839127471,1467.0
2848,GEG,SAN,1.0,1027.0,137.73225934765316,1257.0
2850,GEG,SEA,1.0,224.0,109.19462989840349,6201.0
2852,GEG,SJC,1.0,742.0,148.5241964285714,560.0
2853,GEG,SLC,1.0,546.0,203.1159690844233,841.0
2854,GEG,SMF,1.0,649.0,156.38024911032028,843.0
2885,GRB,DEN,1.0,905.0,103.85082644628099,605.0
